,index,ISOCode,RSA,PLAN,contry_index,variable,group_rsa,sum_rsa,group_plan,sum_plan
233,58,MNP,"{'groups': [{'group': 4.0, 'sum': 31.02933922188203}]}","{'groups': [{'group': 4.0, 'sum': 35.959639078921555}]}",58,1,,,,
234,58,MNP,"{'groups': [{'group': 4.0, 'sum': 31.02933922188203}]}","{'groups': [{'group': 4.0, 'sum': 35.959639078921555}]}",58,2,,,,
235,58,MNP,"{'groups': [{'group': 4.0, 'sum': 31.02933922188203}]}","{'groups': [{'group': 4.0, 'sum': 35.959639078921555}]}",58,3,,,,
236,59,GAB,"{'groups': [{'group': 4.0, 'sum': 9204.507126767838}]}","{'groups': [{'group': 4.0, 'sum': 9167.446020783073}]}",59,0,4.0,9204.507126767838,4.0,9167.446020783073
237,59,GAB,"{'groups': [{'group': 4.0, 'sum': 9204.507126767838}]}","{'groups': [{'group': 4.0, 'sum': 9167.446020783073}]}",59,1,,,,
238,59,GAB,"{'groups': [{'group': 4.0, 'sum': 9204.507126767838}]}","{'groups': [{'group': 4.0, 'sum': 9167.446020783073}]}",59,2,,,,
239,59,GAB,"{'groups': [{'group': 4.0, 'sum': 9204.507126767838}]}","{'groups': [{'group': 4.0, 'sum': 9167.446020783073}]}",59,3,,,,
240,60,TON,"{'groups': [{'group': 4.0, 'sum': 18.446402576802306}]}","{'groups': [{'group': 4.0, 'sum': 20.653111176715683}]}",60,0,4.0,18.446402576802306,4.0,20.653111176715683
241,60,TON,"{'groups': [{'group': 4.0, 'sum': 18.446402576802306}]}","{'groups': [{'group': 4.0, 'sum': 20.653111176715683}]}",60,1,,,,
242,60,TON,"{'groups': [{'group': 4.0, 'sum': 18.446402576802306}]}","{'groups': [{'group': 4.0, 'sum': 20.653111176715683}]}",60,2,,,,
243,60,TON,"{'groups': [{'group': 4.0, 'sum': 18.446402576802306}]}","{'groups': [{'group': 4.0, 'sum': 20.653111176715683}]}",60,3,,,,
244,61,BOL,"{'groups': [{'group': 1.0, 'sum': 300.86098391235726}, {'group': 2.0, 'sum': 51713.890154910754}, {'group': 3.0, 'sum': 210056.06802679237}, {'group': 4.0, 'sum': 167849.65981468666}]}","{'groups': [{'group': 1.0, 'sum': 343.5663384779407}, {'group': 2.0, 'sum': 49293.32141471603}, {'group': 3.0, 'sum': 196638.45622803035}, {'group': 4.0, 'sum': 157220.07751959976}]}",61,0,1.0,300.86098391235726,1.0,343.5663384779407
245,61,BOL,"{'groups': [{'group': 1.0, 'sum': 300.86098391235726}, {'group': 2.0, 'sum': 51713.890154910754}, {'group': 3.0, 'sum': 210056.06802679237}, {'group': 4.0, 'sum': 167849.65981468666}]}","{'groups': [{'group': 1.0, 'sum': 343.5663384779407}, {'group': 2.0, 'sum': 49293.32141471603}, {'group': 3.0, 'sum': 196638.45622803035}, {'group': 4.0, 'sum': 157220.07751959976}]}",61,1,2.0,51713.890154910754,2.0,49293.32141471603
246,61,BOL,"{'groups': [{'group': 1.0, 'sum': 300.86098391235726}, {'group': 2.0, 'sum': 51713.890154910754}, {'group': 3.0, 'sum': 210056.06802679237}, {'group': 4.0, 'sum': 167849.65981468666}]}","{'groups': [{'group': 1.0, 'sum': 343.5663384779407}, {'group': 2.0, 'sum': 49293.32141471603}, {'group': 3.0, 'sum': 196638.45622803035}, {'group': 4.0, 'sum': 157220.07751959976}]}",61,2,3.0,210056.06802679237,3.0,196638.45622803035
247,61,BOL,"{'groups': [{'group': 1.0, 'sum': 300.86098391235726}, {'group': 2.0, 'sum': 51713.890154910754}, {'group': 3.0, 'sum': 210056.06802679237}, {'group': 4.0, 'sum': 167849.65981468666}]}","{'groups': [{'group': 1.0, 'sum': 343.5663384779407}, {'group': 2.0, 'sum': 49293.32141471603}, {'group': 3.0, 'sum': 196638.45622803035}, {'group': 4.0, 'sum': 157220.07751959976}]}",61,3,4.0,167849.65981468666,4.0,157220.07751959976
248,62,NRU,{'groups': []},{'groups': []},62,0,,,,
249,62,NRU,{'groups': []},{'groups': []},62,1,,,,
250,62,NRU,{'groups': []},{'groups': []},62,2,,,,
251,62,NRU,{'groups': []},{'groups': []},62,3,,,,
252,63,GMB,{'groups': []},{'groups': []},63,0,,,,
253,63,GMB,{'groups': []},{'groups': []},63,1,,,,
254,63,GMB,{'groups': []},{'groups': []},63,2,,,,
255,63,GMB,{'groups': []},{'groups': []},63,3,,,,
256,64,TTO,"{'groups': [{'group': 4.0, 'sum': 262.6404650574512}]}","{'groups': [{'group': 4.0, 'sum': 260.18897090441226}]}",64,0,4.0,262.6404650574512,4.0,260.18897090441226
257,64,TTO,"{'groups': [{'group': 4.0, 'sum': 262.6404650574512}]}","{'groups': [{'group': 4.0, 'sum': 260.18897090441226}]}",64,1,,,,
258,64,TTO,"{'groups': [{'group': 4.0, 'sum': 262.6404650574512}]}","{'groups': [{'group': 4.0, 'sum': 260.18897090441226}]}",64,2,,,,
259,64,TTO,"{'groups': [{'group': 4.0, 'sum': 262.6404650574512}]}","{'groups': [{'group': 4.0, 'sum': 260.18897090441226}]}",64,3,,,,
260,65,ALB,"{'groups': [{'group': 2.0, 'sum': 9.01898957097658}, {'group': 3.0, 'sum': 26688.855395907027}, {'group': 4.0, 'sum': 289.78995173520786}]}","{'groups': [{'group': 2.0, 'sum': 12.130892954166665}, {'group': 3.0, 'sum': 19954.71849509647}, {'group': 4.0, 'sum': 222.40051451470617}]}",65,0,2.0,9.01898957097658,2.0,12.130892954166665
261,65,ALB,"{'groups': [{'group': 2.0, 'sum': 9.01898957097658}, {'group': 3.0, 'sum': 26688.855395907027}, {'group': 4.0, 'sum': 289.78995173520786}]}","{'groups': [{'group': 2.0, 'sum': 12.130892954166665}, {'group': 3.0, 'sum': 19954.71849509647}, {'group': 4.0, 'sum': 222.40051451470617}]}",65,1,3.0,26688.855395907027,3.0,19954.71849509647
262,65,ALB,"{'groups': [{'group': 2.0, 'sum': 9.01898957097658}, {'group': 3.0, 'sum': 26688.855395907027}, {'group': 4.0, 'sum': 289.78995173520786}]}","{'groups': [{'group': 2.0, 'sum': 12.130892954166665}, {'group': 3.0, 'sum': 19954.71849509647}, {'group': 4.0, 'sum': 222.40051451470617}]}",65,2,4.0,289.78995173520786,4.0,222.40051451470617
263,65,ALB,"{'groups': [{'group': 2.0, 'sum': 9.01898957097658}, {'group': 3.0, 'sum': 26688.855395907027}, {'group': 4.0, 'sum': 289.78995173520786}]}","{'groups': [{'group': 2.0, 'sum': 12.130892954166665}, {'group': 3.0, 'sum': 19954.71849509647}, {'group': 4.0, 'sum': 222.40051451470617}]}",65,3,,,,
264,66,GEO,"{'groups': [{'group': 1.0, 'sum': 586.2781828088793}, {'group': 2.0, 'sum': 3740.773327482997}, {'group': 3.0, 'sum': 71767.59863380491}, {'group': 4.0, 'sum': 0.8641957364681397}]}","{'groups': [{'group': 1.0, 'sum': 481.3486670968144}, {'group': 2.0, 'sum': 2747.6263583355285}, {'group': 3.0, 'sum': 52572.09505008191}, {'group': 4.0, 'sum': 0.6465595625}]}",66,0,1.0,586.2781828088793,1.0,481.3486670968144
265,66,GEO,"{'groups': [{'group': 1.0, 'sum': 586.2781828088793}, {'group': 2.0, 'sum': 3740.773327482997}, {'group': 3.0, 'sum': 71767.59863380491}, {'group': 4.0, 'sum': 0.8641957364681397}]}","{'groups': [{'group': 1.0, 'sum': 481.3486670968144}, {'group': 2.0, 'sum': 2747.6263583355285}, {'group': 3.0, 'sum': 52572.09505008191}, {'group': 4.0, 'sum': 0.6465595625}]}",66,1,2.0,3740.773327482997,2.0,2747.6263583355285
266,66,GEO,"{'groups': [{'group': 1.0, 'sum': 586.2781828088793}, {'group': 2.0, 'sum': 3740.773327482997}, {'group': 3.0, 'sum': 71767.59863380491}, {'group': 4.0, 'sum': 0.8641957364681397}]}","{'groups': [{'group': 1.0, 'sum': 481.3486670968144}, {'group': 2.0, 'sum': 2747.6263583355285}, {'group': 3.0, 'sum': 52572.09505008191}, {'group': 4.0, 'sum': 0.6465595625}]}",66,2,3.0,71767.59863380491,3.0,52572.09505008191
267,66,GEO,"{'groups': [{'group': 1.0, 'sum': 586.2781828088793}, {'group': 2.0, 'sum': 3740.773327482997}, {'group': 3.0, 'sum': 71767.59863380491}, {'group': 4.0, 'sum': 0.8641957364681397}]}","{'groups': [{'group': 1.0, 'sum': 481.3486670968144}, {'group': 2.0, 'sum': 2747.6263583355285}, {'group': 3.0, 'sum': 52572.09505008191}, {'group': 4.0, 'sum': 0.6465595625}]}",66,3,4.0,0.8641957364681397,4.0,0.6465595625
268,67,NPL,"{'groups': [{'group': 1.0, 'sum': 6655.485144896659}, {'group': 2.0, 'sum': 21459.628659763745}, {'group': 3.0, 'sum': 47311.03540911251}, {'group': 4.0, 'sum': 67144.58907457607}]}","{'groups': [{'group': 1.0, 'sum': 5727.206742136329}, {'group': 2.0, 'sum': 18065.61150938116}, {'group': 3.0, 'sum': 39032.106361416205}, {'group': 4.0, 'sum': 57473.05109750034}]}",67,0,1.0,6655.485144896659,1.0,5727.206742136329
269,67,NPL,"{'groups': [{'group': 1.0, 'sum': 6655.485144896659}, {'group': 2.0, 'sum': 21459.628659763745}, {'group': 3.0, 'sum': 47311.03540911251}, {'group': 4.0, 'sum': 67144.58907457607}]}","{'groups': [{'group': 1.0, 'sum': 5727.206742136329}, {'group': 2.0, 'sum': 18065.61150938116}, {'group': 3.0, 'sum': 39032.106361416205}, {'group': 4.0, 'sum': 57473.05109750034}]}",67,1,2.0,21459.628659763745,2.0,18065.61150938116
270,67,NPL,"{'groups': [{'group': 1.0, 'sum': 6655.485144896659}, {'group': 2.0, 'sum': 21459.628659763745}, {'group': 3.0, 'sum': 47311.03540911251}, {'group': 4.0, 'sum': 67144.58907457607}]}","{'groups': [{'group': 1.0, 'sum': 5727.206742136329}, {'group': 2.0, 'sum': 18065.61150938116}, {'group': 3.0, 'sum': 39032.106361416205}, {'group': 4.0, 'sum': 57473.05109750034}]}",67,2,3.0,47311.03540911251,3.0,39032.106361416205
271,67,NPL,"{'groups': [{'group': 1.0, 'sum': 6655.485144896659}, {'group': 2.0, 'sum': 21459.628659763745}, {'group': 3.0, 'sum': 47311.03540911251}, {'group': 4.0, 'sum': 67144.58907457607}]}","{'groups': [{'group': 1.0, 'sum': 5727.206742136329}, {'group': 2.0, 'sum': 18065.61150938116}, {'group': 3.0, 'sum': 39032.106361416205}, {'group': 4.0, 'sum': 57473.05109750034}]}",67,3,4.0,67144.58907457607,4.0,57473.05109750034
272,68,ARE,"{'groups': [{'group': 4.0, 'sum': 2764.1193071546772}]}","{'groups': [{'group': 4.0, 'sum': 2522.6167767316047}]}",68,0,4.0,2764.1193071546772,4.0,2522.6167767316047
273,68,ARE,"{'groups': [{'group': 4.0, 'sum': 2764.1193071546772}]}","{'groups': [{'group': 4.0, 'sum': 2522.6167767316047}]}",68,1,,,,
274,68,ARE,"{'groups': [{'group': 4.0, 'sum': 2764.1193071546772}]}","{'groups': [{'group': 4.0, 'sum': 2522.6167767316047}]}",68,2,,,,
275,68,ARE,"{'groups': [{'group': 4.0, 'sum': 2764.1193071546772}]}","{'groups': [{'group': 4.0, 'sum': 2522.6167767316047}]}",68,3,,,,
276,69,DZA,"{'groups': [{'group': 3.0, 'sum': 79908.07900625915}, {'group': 4.0, 'sum': 243355.81549472595}]}","{'groups': [{'group': 3.0, 'sum': 64136.62535830762}, {'group': 4.0, 'sum': 209661.3092108972}]}",69,0,3.0,79908.07900625915,3.0,64136.62535830762
277,69,DZA,"{'groups': [{'group': 3.0, 'sum': 79908.07900625915}, {'group': 4.0, 'sum': 243355.81549472595}]}","{'groups': [{'group': 3.0, 'sum': 64136.62535830762}, {'group': 4.0, 'sum': 209661.3092108972}]}",69,1,4.0,243355.81549472595,4.0,209661.3092108972
278,69,DZA,"{'groups': [{'group': 3.0, 'sum': 79908.07900625915}, {'group': 4.0, 'sum': 243355.81549472595}]}","{'groups': [{'group': 3.0, 'sum': 64136.62535830762}, {'group': 4.0, 'sum': 209661.3092108972}]}",69,2,,,,
279,69,DZA,"{'groups': [{'group': 3.0, 'sum': 79908.07900625915}, {'group': 4.0, 'sum': 243355.81549472595}]}","{'groups': [{'group': 3.0, 'sum': 64136.62535830762}, {'group': 4.0, 'sum': 209661.3092108972}]}",69,3,,,,
280,70,NLD,{'groups': []},{'groups': []},70,0,,,,
281,70,NLD,{'groups': []},{'groups': []},70,1,,,,
282,70,NLD,{'groups': []},{'groups': []},70,2,,,,
283,70,NLD,{'groups': []},{'groups': []},70,3,,,,
284,71,TUN,"{'groups': [{'group': 3.0, 'sum': 1861.572215632628}, {'group': 4.0, 'sum': 30466.84000727435}]}","{'groups': [{'group': 3.0, 'sum': 1564.144230806123}, {'group': 4.0, 'sum': 24913.840531573784}]}",71,0,3.0,1861.572215632628,3.0,1564.144230806123
285,71,TUN,"{'groups': [{'group': 3.0, 'sum': 1861.572215632628}, {'group': 4.0, 'sum': 30466.84000727435}]}","{'groups': [{'group': 3.0, 'sum': 1564.144230806123}, {'group': 4.0, 'sum': 24913.840531573784}]}",71,1,4.0,30466.84000727435,4.0,24913.840531573784
286,71,TUN,"{'groups': [{'group': 3.0, 'sum': 1861.572215632628}, {'group': 4.0, 'sum': 30466.84000727435}]}","{'groups': [{'group': 3.0, 'sum': 1564.144230806123}, {'group': 4.0, 'sum': 24913.840531573784}]}",71,2,,,,
287,71,TUN,"{'groups': [{'group': 3.0, 'sum': 1861.572215632628}, {'group': 4.0, 'sum': 30466.84000727435}]}","{'groups': [{'group': 3.0, 'sum': 1564.144230806123}, {'group': 4.0, 'sum': 24913.840531573784}]}",71,3,,,,
288,72,ASM,"{'groups': [{'group': 4.0, 'sum': 24.005338883454677}]}","{'groups': [{'group': 4.0, 'sum': 32.950537214460766}]}",72,0,4.0,24.005338883454677,4.0,32.950537214460766
289,72,ASM,"{'groups': [{'group': 4.0, 'sum': 24.005338883454677}]}","{'groups': [{'group': 4.0, 'sum': 32.950537214460766}]}",72,1,,,,
290,72,ASM,"{'groups': [{'group': 4.0, 'sum': 24.005338883454677}]}","{'groups': [{'group': 4.0, 'sum': 32.950537214460766}]}",72,2,,,,
291,72,ASM,"{'groups': [{'group': 4.0, 'sum': 24.005338883454677}]}","{'groups': [{'group': 4.0, 'sum': 32.950537214460766}]}",72,3,,,,
292,73,SXM,{'groups': []},{'groups': []},73,0,,,,
293,73,SXM,{'groups': []},{'groups': []},73,1,,,,
294,73,SXM,{'groups': []},{'groups': []},73,2,,,,
295,73,SXM,{'groups': []},{'groups': []},73,3,,,,
296,74,DEU,"{'groups': [{'group': 1.0, 'sum': 1.292688720430633}, {'group': 2.0, 'sum': 89.60983132219071}, {'group': 3.0, 'sum': 60637.1760203711}]}","{'groups': [{'group': 1.0, 'sum': 4.831517406862746}, {'group': 2.0, 'sum': 82.62559062181374}, {'group': 3.0, 'sum': 39862.31908193811}]}",74,0,1.0,1.292688720430633,1.0,4.831517406862746
297,74,DEU,"{'groups': [{'group': 1.0, 'sum': 1.292688720430633}, {'group': 2.0, 'sum': 89.60983132219071}, {'group': 3.0, 'sum': 60637.1760203711}]}","{'groups': [{'group': 1.0, 'sum': 4.831517406862746}, {'group': 2.0, 'sum': 82.62559062181374}, {'group': 3.0, 'sum': 39862.31908193811}]}",74,1,2.0,89.60983132219071,2.0,82.62559062181374
298,74,DEU,"{'groups': [{'group': 1.0, 'sum': 1.292688720430633}, {'group': 2.0, 'sum': 89.60983132219071}, {'group': 3.0, 'sum': 60637.1760203711}]}","{'groups': [{'group': 1.0, 'sum': 4.831517406862746}, {'group': 2.0, 'sum': 82.62559062181374}, {'group': 3.0, 'sum': 39862.31908193811}]}",74,2,3.0,60637.1760203711,3.0,39862.31908193811
299,74,DEU,"{'groups': [{'group': 1.0, 'sum': 1.292688720430633}, {'group': 2.0, 'sum': 89.60983132219071}, {'group': 3.0, 'sum': 60637.1760203711}]}","{'groups': [{'group': 1.0, 'sum': 4.831517406862746}, {'group': 2.0, 'sum': 82.62559062181374}, {'group': 3.0, 'sum': 39862.31908193811}]}",74,3,,,,
300,75,ABW,{'groups': []},{'groups': []},75,0,,,,
301,75,ABW,{'groups': []},{'groups': []},75,1,,,,
302,75,ABW,{'groups': []},{'groups': []},75,2,,,,
303,75,ABW,{'groups': []},{'groups': []},75,3,,,,
304,76,PSE,"{'groups': [{'group': 4.0, 'sum': 4043.925266175695}]}","{'groups': [{'group': 4.0, 'sum': 3494.7066153404226}]}",76,0,4.0,4043.925266175695,4.0,3494.7066153404226
305,76,PSE,"{'groups': [{'group': 4.0, 'sum': 4043.925266175695}]}","{'groups': [{'group': 4.0, 'sum': 3494.7066153404226}]}",76,1,,,,
306,76,PSE,"{'groups': [{'group': 4.0, 'sum': 4043.925266175695}]}","{'groups': [{'group': 4.0, 'sum': 3494.7066153404226}]}",76,2,,,,
307,76,PSE,"{'groups': [{'group': 4.0, 'sum': 4043.925266175695}]}","{'groups': [{'group': 4.0, 'sum': 3494.7066153404226}]}",76,3,,,,
308,77,CUW,{'groups': []},{'groups': []},77,0,,,,
309,77,CUW,{'groups': []},{'groups': []},77,1,,,,
310,77,CUW,{'groups': []},{'groups': []},77,2,,,,
311,77,CUW,{'groups': []},{'groups': []},77,3,,,,
312,78,TUR,"{'groups': [{'group': 1.0, 'sum': 23.88545620646019}, {'group': 2.0, 'sum': 438.150729083116}, {'group': 3.0, 'sum': 608333.1312902095}, {'group': 4.0, 'sum': 112562.95544610012}]}","{'groups': [{'group': 1.0, 'sum': 16.506445}, {'group': 2.0, 'sum': 313.88964499999975}, {'group': 3.0, 'sum': 462671.88197106397}, {'group': 4.0, 'sum': 87262.11314368006}]}",78,0,1.0,23.88545620646019,1.0,16.506445
313,78,TUR,"{'groups': [{'group': 1.0, 'sum': 23.88545620646019}, {'group': 2.0, 'sum': 438.150729083116}, {'group': 3.0, 'sum': 608333.1312902095}, {'group': 4.0, 'sum': 112562.95544610012}]}","{'groups': [{'group': 1.0, 'sum': 16.506445}, {'group': 2.0, 'sum': 313.88964499999975}, {'group': 3.0, 'sum': 462671.88197106397}, {'group': 4.0, 'sum': 87262.11314368006}]}",78,1,2.0,438.150729083116,2.0,313.88964499999975
314,78,TUR,"{'groups': [{'group': 1.0, 'sum': 23.88545620646019}, {'group': 2.0, 'sum': 438.150729083116}, {'group': 3.0, 'sum': 608333.1312902095}, {'group': 4.0, 'sum': 112562.95544610012}]}","{'groups': [{'group': 1.0, 'sum': 16.506445}, {'group': 2.0, 'sum': 313.88964499999975}, {'group': 3.0, 'sum': 462671.88197106397}, {'group': 4.0, 'sum': 87262.11314368006}]}",78,2,3.0,608333.1312902095,3.0,462671.88197106397
315,78,TUR,"{'groups': [{'group': 1.0, 'sum': 23.88545620646019}, {'group': 2.0, 'sum': 438.150729083116}, {'group': 3.0, 'sum': 608333.1312902095}, {'group': 4.0, 'sum': 112562.95544610012}]}","{'groups': [{'group': 1.0, 'sum': 16.506445}, {'group': 2.0, 'sum': 313.88964499999975}, {'group': 3.0, 'sum': 462671.88197106397}, {'group': 4.0, 'sum': 87262.11314368006}]}",78,3,4.0,112562.95544610012,4.0,87262.11314368006
316,79,AND,"{'groups': [{'group': 2.0, 'sum': 148.20674737275942}, {'group': 3.0, 'sum': 394.8303357318985}]}","{'groups': [{'group': 2.0, 'sum': 142.44223278063757}, {'group': 3.0, 'sum': 322.15143599975397}]}",79,0,2.0,148.20674737275942,2.0,142.44223278063757
317,79,AND,"{'groups': [{'group': 2.0, 'sum': 148.20674737275942}, {'group': 3.0, 'sum': 394.8303357318985}]}","{'groups': [{'group': 2.0, 'sum': 142.44223278063757}, {'group': 3.0, 'sum': 322.15143599975397}]}",79,1,3.0,394.8303357318985,3.0,322.15143599975397
318,79,AND,"{'groups': [{'group': 2.0, 'sum': 148.20674737275942}, {'group': 3.0, 'sum': 394.8303357318985}]}","{'groups': [{'group': 2.0, 'sum': 142.44223278063757}, {'group': 3.0, 'sum': 322.15143599975397}]}",79,2,,,,
319,79,AND,"{'groups': [{'group': 2.0, 'sum': 148.20674737275942}, {'group': 3.0, 'sum': 394.8303357318985}]}","{'groups': [{'group': 2.0, 'sum': 142.44223278063757}, {'group': 3.0, 'sum': 322.15143599975397}]}",79,3,,,,
320,80,TUV,{'groups': []},{'groups': []},80,0,,,,
321,80,TUV,{'groups': []},{'groups': []},80,1,,,,
322,80,TUV,{'groups': []},{'groups': []},80,2,,,,
323,80,TUV,{'groups': []},{'groups': []},80,3,,,,
324,81,BES,{'groups': []},{'groups': []},81,0,,,,
325,81,BES,{'groups': []},{'groups': []},81,1,,,,
326,81,BES,{'groups': []},{'groups': []},81,2,,,,
327,81,BES,{'groups': []},{'groups': []},81,3,,,,
328,82,TCA,{'groups': []},{'groups': []},82,0,,,,
329,82,TCA,{'groups': []},{'groups': []},82,1,,,,
330,82,TCA,{'groups': []},{'groups': []},82,2,,,,
331,82,TCA,{'groups': []},{'groups': []},82,3,,,,
332,83,AGO,"{'groups': [{'group': 4.0, 'sum': 165939.81683046467}]}","{'groups': [{'group': 4.0, 'sum': 159985.53406893456}]}",83,0,4.0,165939.81683046467,4.0,159985.53406893456
333,83,AGO,"{'groups': [{'group': 4.0, 'sum': 165939.81683046467}]}","{'groups': [{'group': 4.0, 'sum': 159985.53406893456}]}",83,1,,,,
334,83,AGO,"{'groups': [{'group': 4.0, 'sum': 165939.81683046467}]}","{'groups': [{'group': 4.0, 'sum': 159985.53406893456}]}",83,2,,,,
335,83,AGO,"{'groups': [{'group': 4.0, 'sum': 165939.81683046467}]}","{'groups': [{'group': 4.0, 'sum': 159985.53406893456}]}",83,3,,,,
336,84,TKM,"{'groups': [{'group': 3.0, 'sum': 7173.864045790184}, {'group': 4.0, 'sum': 20265.294892100977}]}","{'groups': [{'group': 3.0, 'sum': 6111.402913581694}, {'group': 4.0, 'sum': 16250.587643590763}]}",84,0,3.0,7173.864045790184,3.0,6111.402913581694
337,84,TKM,"{'groups': [{'group': 3.0, 'sum': 7173.864045790184}, {'group': 4.0, 'sum': 20265.294892100977}]}","{'groups': [{'group': 3.0, 'sum': 6111.402913581694}, {'group': 4.0, 'sum': 16250.587643590763}]}",84,1,4.0,20265.294892100977,4.0,16250.587643590763
338,84,TKM,"{'groups': [{'group': 3.0, 'sum': 7173.864045790184}, {'group': 4.0, 'sum': 20265.294892100977}]}","{'groups': [{'group': 3.0, 'sum': 6111.402913581694}, {'group': 4.0, 'sum': 16250.587643590763}]}",84,2,,,,
339,84,TKM,"{'groups': [{'group': 3.0, 'sum': 7173.864045790184}, {'group': 4.0, 'sum': 20265.294892100977}]}","{'groups': [{'group': 3.0, 'sum': 6111.402913581694}, {'group': 4.0, 'sum': 16250.587643590763}]}",84,3,,,,
340,85,NCL,"{'groups': [{'group': 4.0, 'sum': 9148.2253158406}]}","{'groups': [{'group': 4.0, 'sum': 8461.309337834742}]}",85,0,4.0,9148.2253158406,4.0,8461.309337834742
341,85,NCL,"{'groups': [{'group': 4.0, 'sum': 9148.2253158406}]}","{'groups': [{'group': 4.0, 'sum': 8461.309337834742}]}",85,1,,,,
342,85,NCL,"{'groups': [{'group': 4.0, 'sum': 9148.2253158406}]}","{'groups': [{'group': 4.0, 'sum': 8461.309337834742}]}",85,2,,,,
343,85,NCL,"{'groups': [{'group': 4.0, 'sum': 9148.2253158406}]}","{'groups': [{'group': 4.0, 'sum': 8461.309337834742}]}",85,3,,,,
344,86,UGA,"{'groups': [{'group': 2.0, 'sum': 90.00484641339891}, {'group': 3.0, 'sum': 1419.6583434276652}, {'group': 4.0, 'sum': 47766.365607688174}]}","{'groups': [{'group': 2.0, 'sum': 114.24963651421551}, {'group': 3.0, 'sum': 1471.2709050362687}, {'group': 4.0, 'sum': 47875.724050461286}]}",86,0,2.0,90.00484641339891,2.0,114.24963651421551
345,86,UGA,"{'groups': [{'group': 2.0, 'sum': 90.00484641339891}, {'group': 3.0, 'sum': 1419.6583434276652}, {'group': 4.0, 'sum': 47766.365607688174}]}","{'groups': [{'group': 2.0, 'sum': 114.24963651421551}, {'group': 3.0, 'sum': 1471.2709050362687}, {'group': 4.0, 'sum': 47875.724050461286}]}",86,1,3.0,1419.6583434276652,3.0,1471.2709050362687
346,86,UGA,"{'groups': [{'group': 2.0, 'sum': 90.00484641339891}, {'group': 3.0, 'sum': 1419.6583434276652}, {'group': 4.0, 'sum': 47766.365607688174}]}","{'groups': [{'group': 2.0, 'sum': 114.24963651421551}, {'group': 3.0, 'sum': 1471.2709050362687}, {'group': 4.0, 'sum': 47875.724050461286}]}",86,2,4.0,47766.365607688174,4.0,47875.724050461286
347,86,UGA,"{'groups': [{'group': 2.0, 'sum': 90.00484641339891}, {'group': 3.0, 'sum': 1419.6583434276652}, {'group': 4.0, 'sum': 47766.365607688174}]}","{'groups': [{'group': 2.0, 'sum': 114.24963651421551}, {'group': 3.0, 'sum': 1471.2709050362687}, {'group': 4.0, 'sum': 47875.724050461286}]}",86,3,,,,
348,87,ATG,{'groups': []},{'groups': []},87,0,,,,
349,87,ATG,{'groups': []},{'groups': []},87,1,,,,
350,87,ATG,{'groups': []},{'groups': []},87,2,,,,
351,87,ATG,{'groups': []},{'groups': []},87,3,,,,
352,88,GHA,"{'groups': [{'group': 4.0, 'sum': 5159.494530561162}]}","{'groups': [{'group': 4.0, 'sum': 5222.221838074547}]}",88,0,4.0,5159.494530561162,4.0,5222.221838074547
353,88,GHA,"{'groups': [{'group': 4.0, 'sum': 5159.494530561162}]}","{'groups': [{'group': 4.0, 'sum': 5222.221838074547}]}",88,1,,,,
354,88,GHA,"{'groups': [{'group': 4.0, 'sum': 5159.494530561162}]}","{'groups': [{'group': 4.0, 'sum': 5222.221838074547}]}",88,2,,,,
355,88,GHA,"{'groups': [{'group': 4.0, 'sum': 5159.494530561162}]}","{'groups': [{'group': 4.0, 'sum': 5222.221838074547}]}",88,3,,,,
356,89,UKR,"{'groups': [{'group': 3.0, 'sum': 33608.45347614338}]}","{'groups': [{'group': 3.0, 'sum': 22601.709289168168}]}",89,0,3.0,33608.45347614338,3.0,22601.709289168168
357,89,UKR,"{'groups': [{'group': 3.0, 'sum': 33608.45347614338}]}","{'groups': [{'group': 3.0, 'sum': 22601.709289168168}]}",89,1,,,,
358,89,UKR,"{'groups': [{'group': 3.0, 'sum': 33608.45347614338}]}","{'groups': [{'group': 3.0, 'sum': 22601.709289168168}]}",89,2,,,,
359,89,UKR,"{'groups': [{'group': 3.0, 'sum': 33608.45347614338}]}","{'groups': [{'group': 3.0, 'sum': 22601.709289168168}]}",89,3,,,,
360,90,ARG,"{'groups': [{'group': 1.0, 'sum': 17356.118282652955}, {'group': 2.0, 'sum': 129755.3145947908}, {'group': 3.0, 'sum': 517106.74219508865}, {'group': 4.0, 'sum': 127635.1805377384}]}","{'groups': [{'group': 1.0, 'sum': 14632.076872014652}, {'group': 2.0, 'sum': 108656.57460895788}, {'group': 3.0, 'sum': 408673.96124475147}, {'group': 4.0, 'sum': 111202.75187504594}]}",90,0,1.0,17356.118282652955,1.0,14632.076872014652
361,90,ARG,"{'groups': [{'group': 1.0, 'sum': 17356.118282652955}, {'group': 2.0, 'sum': 129755.3145947908}, {'group': 3.0, 'sum': 517106.74219508865}, {'group': 4.0, 'sum': 127635.1805377384}]}","{'groups': [{'group': 1.0, 'sum': 14632.076872014652}, {'group': 2.0, 'sum': 108656.57460895788}, {'group': 3.0, 'sum': 408673.96124475147}, {'group': 4.0, 'sum': 111202.75187504594}]}",90,1,2.0,129755.3145947908,2.0,108656.57460895788
