,index,ISOCode,RSA,PLAN,contry_index,variable,group_rsa,sum_rsa,group_plan,sum_plan
494,123,PAK,"{'groups': [{'group': 1.0, 'sum': 4704.412385216679}, {'group': 2.0, 'sum': 7196.764435226874}, {'group': 3.0, 'sum': 58136.456534943085}, {'group': 4.0, 'sum': 254103.6816520153}]}","{'groups': [{'group': 1.0, 'sum': 3845.67279856101}, {'group': 2.0, 'sum': 5574.414904847218}, {'group': 3.0, 'sum': 46613.81006031661}, {'group': 4.0, 'sum': 218446.43169798938}]}",123,2,3.0,58136.456534943085,3.0,46613.81006031661
495,123,PAK,"{'groups': [{'group': 1.0, 'sum': 4704.412385216679}, {'group': 2.0, 'sum': 7196.764435226874}, {'group': 3.0, 'sum': 58136.456534943085}, {'group': 4.0, 'sum': 254103.6816520153}]}","{'groups': [{'group': 1.0, 'sum': 3845.67279856101}, {'group': 2.0, 'sum': 5574.414904847218}, {'group': 3.0, 'sum': 46613.81006031661}, {'group': 4.0, 'sum': 218446.43169798938}]}",123,3,4.0,254103.6816520153,4.0,218446.43169798938
496,124,JAM,"{'groups': [{'group': 4.0, 'sum': 5288.085539203755}]}","{'groups': [{'group': 4.0, 'sum': 4948.558589750068}]}",124,0,4.0,5288.085539203755,4.0,4948.558589750068
497,124,JAM,"{'groups': [{'group': 4.0, 'sum': 5288.085539203755}]}","{'groups': [{'group': 4.0, 'sum': 4948.558589750068}]}",124,1,,,,
498,124,JAM,"{'groups': [{'group': 4.0, 'sum': 5288.085539203755}]}","{'groups': [{'group': 4.0, 'sum': 4948.558589750068}]}",124,2,,,,
499,124,JAM,"{'groups': [{'group': 4.0, 'sum': 5288.085539203755}]}","{'groups': [{'group': 4.0, 'sum': 4948.558589750068}]}",124,3,,,,
500,125,PLW,{'groups': []},{'groups': []},125,0,,,,
501,125,PLW,{'groups': []},{'groups': []},125,1,,,,
502,125,PLW,{'groups': []},{'groups': []},125,2,,,,
503,125,PLW,{'groups': []},{'groups': []},125,3,,,,
504,126,MHL,{'groups': []},{'groups': []},126,0,,,,
505,126,MHL,{'groups': []},{'groups': []},126,1,,,,
506,126,MHL,{'groups': []},{'groups': []},126,2,,,,
507,126,MHL,{'groups': []},{'groups': []},126,3,,,,
508,127,FSM,"{'groups': [{'group': 4.0, 'sum': 87.80535704571986}]}","{'groups': [{'group': 4.0, 'sum': 87.26311508970589}]}",127,0,4.0,87.80535704571986,4.0,87.26311508970589
509,127,FSM,"{'groups': [{'group': 4.0, 'sum': 87.80535704571986}]}","{'groups': [{'group': 4.0, 'sum': 87.26311508970589}]}",127,1,,,,
510,127,FSM,"{'groups': [{'group': 4.0, 'sum': 87.80535704571986}]}","{'groups': [{'group': 4.0, 'sum': 87.26311508970589}]}",127,2,,,,
511,127,FSM,"{'groups': [{'group': 4.0, 'sum': 87.80535704571986}]}","{'groups': [{'group': 4.0, 'sum': 87.26311508970589}]}",127,3,,,,
512,128,USA,"{'groups': [{'group': 1.0, 'sum': 89908.86233019893}, {'group': 2.0, 'sum': 785231.1645097259}, {'group': 3.0, 'sum': 2758778.179075443}, {'group': 4.0, 'sum': 285592.5048595182}]}","{'groups': [{'group': 1.0, 'sum': 44325.801986400766}, {'group': 2.0, 'sum': 351682.0969618937}, {'group': 3.0, 'sum': 1835005.9653007179}, {'group': 4.0, 'sum': 235326.5704753327}]}",128,0,1.0,89908.86233019893,1.0,44325.801986400766
513,128,USA,"{'groups': [{'group': 1.0, 'sum': 89908.86233019893}, {'group': 2.0, 'sum': 785231.1645097259}, {'group': 3.0, 'sum': 2758778.179075443}, {'group': 4.0, 'sum': 285592.5048595182}]}","{'groups': [{'group': 1.0, 'sum': 44325.801986400766}, {'group': 2.0, 'sum': 351682.0969618937}, {'group': 3.0, 'sum': 1835005.9653007179}, {'group': 4.0, 'sum': 235326.5704753327}]}",128,1,2.0,785231.1645097259,2.0,351682.0969618937
514,128,USA,"{'groups': [{'group': 1.0, 'sum': 89908.86233019893}, {'group': 2.0, 'sum': 785231.1645097259}, {'group': 3.0, 'sum': 2758778.179075443}, {'group': 4.0, 'sum': 285592.5048595182}]}","{'groups': [{'group': 1.0, 'sum': 44325.801986400766}, {'group': 2.0, 'sum': 351682.0969618937}, {'group': 3.0, 'sum': 1835005.9653007179}, {'group': 4.0, 'sum': 235326.5704753327}]}",128,2,3.0,2758778.179075443,3.0,1835005.9653007179
515,128,USA,"{'groups': [{'group': 1.0, 'sum': 89908.86233019893}, {'group': 2.0, 'sum': 785231.1645097259}, {'group': 3.0, 'sum': 2758778.179075443}, {'group': 4.0, 'sum': 285592.5048595182}]}","{'groups': [{'group': 1.0, 'sum': 44325.801986400766}, {'group': 2.0, 'sum': 351682.0969618937}, {'group': 3.0, 'sum': 1835005.9653007179}, {'group': 4.0, 'sum': 235326.5704753327}]}",128,3,4.0,285592.5048595182,4.0,235326.5704753327
516,129,BWA,"{'groups': [{'group': 4.0, 'sum': 4707.900975091098}]}","{'groups': [{'group': 4.0, 'sum': 4309.581013729734}]}",129,0,4.0,4707.900975091098,4.0,4309.581013729734
517,129,BWA,"{'groups': [{'group': 4.0, 'sum': 4707.900975091098}]}","{'groups': [{'group': 4.0, 'sum': 4309.581013729734}]}",129,1,,,,
518,129,BWA,"{'groups': [{'group': 4.0, 'sum': 4707.900975091098}]}","{'groups': [{'group': 4.0, 'sum': 4309.581013729734}]}",129,2,,,,
519,129,BWA,"{'groups': [{'group': 4.0, 'sum': 4707.900975091098}]}","{'groups': [{'group': 4.0, 'sum': 4309.581013729734}]}",129,3,,,,
520,130,GUY,"{'groups': [{'group': 3.0, 'sum': 1.4462386081290612}, {'group': 4.0, 'sum': 19859.580715687105}]}","{'groups': [{'group': 3.0, 'sum': 7.224444827696078}, {'group': 4.0, 'sum': 20062.134212320234}]}",130,0,3.0,1.4462386081290612,3.0,7.224444827696078
521,130,GUY,"{'groups': [{'group': 3.0, 'sum': 1.4462386081290612}, {'group': 4.0, 'sum': 19859.580715687105}]}","{'groups': [{'group': 3.0, 'sum': 7.224444827696078}, {'group': 4.0, 'sum': 20062.134212320234}]}",130,1,4.0,19859.580715687105,4.0,20062.134212320234
522,130,GUY,"{'groups': [{'group': 3.0, 'sum': 1.4462386081290612}, {'group': 4.0, 'sum': 19859.580715687105}]}","{'groups': [{'group': 3.0, 'sum': 7.224444827696078}, {'group': 4.0, 'sum': 20062.134212320234}]}",130,2,,,,
523,130,GUY,"{'groups': [{'group': 3.0, 'sum': 1.4462386081290612}, {'group': 4.0, 'sum': 19859.580715687105}]}","{'groups': [{'group': 3.0, 'sum': 7.224444827696078}, {'group': 4.0, 'sum': 20062.134212320234}]}",130,3,,,,
524,131,HMD,"{'groups': [{'group': 1.0, 'sum': 264.5169675414859}, {'group': 2.0, 'sum': 121.11065260430215}]}","{'groups': [{'group': 1.0, 'sum': 155.1014154999996}, {'group': 2.0, 'sum': 73.92001250000004}]}",131,0,1.0,264.5169675414859,1.0,155.1014154999996
525,131,HMD,"{'groups': [{'group': 1.0, 'sum': 264.5169675414859}, {'group': 2.0, 'sum': 121.11065260430215}]}","{'groups': [{'group': 1.0, 'sum': 155.1014154999996}, {'group': 2.0, 'sum': 73.92001250000004}]}",131,1,2.0,121.11065260430215,2.0,73.92001250000004
526,131,HMD,"{'groups': [{'group': 1.0, 'sum': 264.5169675414859}, {'group': 2.0, 'sum': 121.11065260430215}]}","{'groups': [{'group': 1.0, 'sum': 155.1014154999996}, {'group': 2.0, 'sum': 73.92001250000004}]}",131,2,,,,
527,131,HMD,"{'groups': [{'group': 1.0, 'sum': 264.5169675414859}, {'group': 2.0, 'sum': 121.11065260430215}]}","{'groups': [{'group': 1.0, 'sum': 155.1014154999996}, {'group': 2.0, 'sum': 73.92001250000004}]}",131,3,,,,
528,132,BRA,"{'groups': [{'group': 3.0, 'sum': 6774.675535063218}, {'group': 4.0, 'sum': 519438.84748132236}]}","{'groups': [{'group': 3.0, 'sum': 6057.731707588746}, {'group': 4.0, 'sum': 492030.75031845697}]}",132,0,3.0,6774.675535063218,3.0,6057.731707588746
529,132,BRA,"{'groups': [{'group': 3.0, 'sum': 6774.675535063218}, {'group': 4.0, 'sum': 519438.84748132236}]}","{'groups': [{'group': 3.0, 'sum': 6057.731707588746}, {'group': 4.0, 'sum': 492030.75031845697}]}",132,1,4.0,519438.84748132236,4.0,492030.75031845697
530,132,BRA,"{'groups': [{'group': 3.0, 'sum': 6774.675535063218}, {'group': 4.0, 'sum': 519438.84748132236}]}","{'groups': [{'group': 3.0, 'sum': 6057.731707588746}, {'group': 4.0, 'sum': 492030.75031845697}]}",132,2,,,,
531,132,BRA,"{'groups': [{'group': 3.0, 'sum': 6774.675535063218}, {'group': 4.0, 'sum': 519438.84748132236}]}","{'groups': [{'group': 3.0, 'sum': 6057.731707588746}, {'group': 4.0, 'sum': 492030.75031845697}]}",132,3,,,,
532,133,HTI,"{'groups': [{'group': 3.0, 'sum': 278.317947012034}, {'group': 4.0, 'sum': 14448.303909752982}]}","{'groups': [{'group': 3.0, 'sum': 261.53328459289247}, {'group': 4.0, 'sum': 13536.542686058514}]}",133,0,3.0,278.317947012034,3.0,261.53328459289247
533,133,HTI,"{'groups': [{'group': 3.0, 'sum': 278.317947012034}, {'group': 4.0, 'sum': 14448.303909752982}]}","{'groups': [{'group': 3.0, 'sum': 261.53328459289247}, {'group': 4.0, 'sum': 13536.542686058514}]}",133,1,4.0,14448.303909752982,4.0,13536.542686058514
534,133,HTI,"{'groups': [{'group': 3.0, 'sum': 278.317947012034}, {'group': 4.0, 'sum': 14448.303909752982}]}","{'groups': [{'group': 3.0, 'sum': 261.53328459289247}, {'group': 4.0, 'sum': 13536.542686058514}]}",133,2,,,,
535,133,HTI,"{'groups': [{'group': 3.0, 'sum': 278.317947012034}, {'group': 4.0, 'sum': 14448.303909752982}]}","{'groups': [{'group': 3.0, 'sum': 261.53328459289247}, {'group': 4.0, 'sum': 13536.542686058514}]}",133,3,,,,
536,134,VIR,"{'groups': [{'group': 4.0, 'sum': 2.942684997714915}]}","{'groups': [{'group': 4.0, 'sum': 3.24485475}]}",134,0,4.0,2.942684997714915,4.0,3.24485475
537,134,VIR,"{'groups': [{'group': 4.0, 'sum': 2.942684997714915}]}","{'groups': [{'group': 4.0, 'sum': 3.24485475}]}",134,1,,,,
538,134,VIR,"{'groups': [{'group': 4.0, 'sum': 2.942684997714915}]}","{'groups': [{'group': 4.0, 'sum': 3.24485475}]}",134,2,,,,
539,134,VIR,"{'groups': [{'group': 4.0, 'sum': 2.942684997714915}]}","{'groups': [{'group': 4.0, 'sum': 3.24485475}]}",134,3,,,,
540,135,PAN,"{'groups': [{'group': 3.0, 'sum': 553.2300520501378}, {'group': 4.0, 'sum': 23416.764276678492}]}","{'groups': [{'group': 3.0, 'sum': 572.5150640279433}, {'group': 4.0, 'sum': 22999.51401116993}]}",135,0,3.0,553.2300520501378,3.0,572.5150640279433
541,135,PAN,"{'groups': [{'group': 3.0, 'sum': 553.2300520501378}, {'group': 4.0, 'sum': 23416.764276678492}]}","{'groups': [{'group': 3.0, 'sum': 572.5150640279433}, {'group': 4.0, 'sum': 22999.51401116993}]}",135,1,4.0,23416.764276678492,4.0,22999.51401116993
542,135,PAN,"{'groups': [{'group': 3.0, 'sum': 553.2300520501378}, {'group': 4.0, 'sum': 23416.764276678492}]}","{'groups': [{'group': 3.0, 'sum': 572.5150640279433}, {'group': 4.0, 'sum': 22999.51401116993}]}",135,2,,,,
543,135,PAN,"{'groups': [{'group': 3.0, 'sum': 553.2300520501378}, {'group': 4.0, 'sum': 23416.764276678492}]}","{'groups': [{'group': 3.0, 'sum': 572.5150640279433}, {'group': 4.0, 'sum': 22999.51401116993}]}",135,3,,,,
544,136,PNG,"{'groups': [{'group': 3.0, 'sum': 22699.297002220203}, {'group': 4.0, 'sum': 188440.71466621174}]}","{'groups': [{'group': 3.0, 'sum': 22043.261963870984}, {'group': 4.0, 'sum': 183233.38429743046}]}",136,0,3.0,22699.297002220203,3.0,22043.261963870984
545,136,PNG,"{'groups': [{'group': 3.0, 'sum': 22699.297002220203}, {'group': 4.0, 'sum': 188440.71466621174}]}","{'groups': [{'group': 3.0, 'sum': 22043.261963870984}, {'group': 4.0, 'sum': 183233.38429743046}]}",136,1,4.0,188440.71466621174,4.0,183233.38429743046
546,136,PNG,"{'groups': [{'group': 3.0, 'sum': 22699.297002220203}, {'group': 4.0, 'sum': 188440.71466621174}]}","{'groups': [{'group': 3.0, 'sum': 22043.261963870984}, {'group': 4.0, 'sum': 183233.38429743046}]}",136,2,,,,
547,136,PNG,"{'groups': [{'group': 3.0, 'sum': 22699.297002220203}, {'group': 4.0, 'sum': 188440.71466621174}]}","{'groups': [{'group': 3.0, 'sum': 22043.261963870984}, {'group': 4.0, 'sum': 183233.38429743046}]}",136,3,,,,
548,137,BFA,"{'groups': [{'group': 4.0, 'sum': 232.21490307871807}]}","{'groups': [{'group': 4.0, 'sum': 229.09596822132332}]}",137,0,4.0,232.21490307871807,4.0,229.09596822132332
549,137,BFA,"{'groups': [{'group': 4.0, 'sum': 232.21490307871807}]}","{'groups': [{'group': 4.0, 'sum': 229.09596822132332}]}",137,1,,,,
550,137,BFA,"{'groups': [{'group': 4.0, 'sum': 232.21490307871807}]}","{'groups': [{'group': 4.0, 'sum': 229.09596822132332}]}",137,2,,,,
551,137,BFA,"{'groups': [{'group': 4.0, 'sum': 232.21490307871807}]}","{'groups': [{'group': 4.0, 'sum': 229.09596822132332}]}",137,3,,,,
552,138,VAT,{'groups': []},{'groups': []},138,0,,,,
553,138,VAT,{'groups': []},{'groups': []},138,1,,,,
554,138,VAT,{'groups': []},{'groups': []},138,2,,,,
555,138,VAT,{'groups': []},{'groups': []},138,3,,,,
556,139,BLZ,"{'groups': [{'group': 4.0, 'sum': 3677.4788287953447}]}","{'groups': [{'group': 4.0, 'sum': 3531.266498841461}]}",139,0,4.0,3677.4788287953447,4.0,3531.266498841461
557,139,BLZ,"{'groups': [{'group': 4.0, 'sum': 3677.4788287953447}]}","{'groups': [{'group': 4.0, 'sum': 3531.266498841461}]}",139,1,,,,
558,139,BLZ,"{'groups': [{'group': 4.0, 'sum': 3677.4788287953447}]}","{'groups': [{'group': 4.0, 'sum': 3531.266498841461}]}",139,2,,,,
559,139,BLZ,"{'groups': [{'group': 4.0, 'sum': 3677.4788287953447}]}","{'groups': [{'group': 4.0, 'sum': 3531.266498841461}]}",139,3,,,,
560,140,HND,"{'groups': [{'group': 3.0, 'sum': 285.65791404837006}, {'group': 4.0, 'sum': 78768.55556642333}]}","{'groups': [{'group': 3.0, 'sum': 276.57619029558725}, {'group': 4.0, 'sum': 75751.59621945501}]}",140,0,3.0,285.65791404837006,3.0,276.57619029558725
561,140,HND,"{'groups': [{'group': 3.0, 'sum': 285.65791404837006}, {'group': 4.0, 'sum': 78768.55556642333}]}","{'groups': [{'group': 3.0, 'sum': 276.57619029558725}, {'group': 4.0, 'sum': 75751.59621945501}]}",140,1,4.0,78768.55556642333,4.0,75751.59621945501
562,140,HND,"{'groups': [{'group': 3.0, 'sum': 285.65791404837006}, {'group': 4.0, 'sum': 78768.55556642333}]}","{'groups': [{'group': 3.0, 'sum': 276.57619029558725}, {'group': 4.0, 'sum': 75751.59621945501}]}",140,2,,,,
563,140,HND,"{'groups': [{'group': 3.0, 'sum': 285.65791404837006}, {'group': 4.0, 'sum': 78768.55556642333}]}","{'groups': [{'group': 3.0, 'sum': 276.57619029558725}, {'group': 4.0, 'sum': 75751.59621945501}]}",140,3,,,,
564,141,URY,"{'groups': [{'group': 3.0, 'sum': 20.71478476129003}, {'group': 4.0, 'sum': 212.57676966896267}]}","{'groups': [{'group': 3.0, 'sum': 16.98146175}, {'group': 4.0, 'sum': 174.0041544375002}]}",141,0,3.0,20.71478476129003,3.0,16.98146175
565,141,URY,"{'groups': [{'group': 3.0, 'sum': 20.71478476129003}, {'group': 4.0, 'sum': 212.57676966896267}]}","{'groups': [{'group': 3.0, 'sum': 16.98146175}, {'group': 4.0, 'sum': 174.0041544375002}]}",141,1,4.0,212.57676966896267,4.0,174.0041544375002
566,141,URY,"{'groups': [{'group': 3.0, 'sum': 20.71478476129003}, {'group': 4.0, 'sum': 212.57676966896267}]}","{'groups': [{'group': 3.0, 'sum': 16.98146175}, {'group': 4.0, 'sum': 174.0041544375002}]}",141,2,,,,
567,141,URY,"{'groups': [{'group': 3.0, 'sum': 20.71478476129003}, {'group': 4.0, 'sum': 212.57676966896267}]}","{'groups': [{'group': 3.0, 'sum': 16.98146175}, {'group': 4.0, 'sum': 174.0041544375002}]}",141,3,,,,
568,142,PRY,"{'groups': [{'group': 4.0, 'sum': 2810.6488049803656}]}","{'groups': [{'group': 4.0, 'sum': 2568.3239182676966}]}",142,0,4.0,2810.6488049803656,4.0,2568.3239182676966
569,142,PRY,"{'groups': [{'group': 4.0, 'sum': 2810.6488049803656}]}","{'groups': [{'group': 4.0, 'sum': 2568.3239182676966}]}",142,1,,,,
570,142,PRY,"{'groups': [{'group': 4.0, 'sum': 2810.6488049803656}]}","{'groups': [{'group': 4.0, 'sum': 2568.3239182676966}]}",142,2,,,,
571,142,PRY,"{'groups': [{'group': 4.0, 'sum': 2810.6488049803656}]}","{'groups': [{'group': 4.0, 'sum': 2568.3239182676966}]}",142,3,,,,
572,143,SLB,"{'groups': [{'group': 4.0, 'sum': 9551.402923800211}]}","{'groups': [{'group': 4.0, 'sum': 9327.859913017459}]}",143,0,4.0,9551.402923800211,4.0,9327.859913017459
573,143,SLB,"{'groups': [{'group': 4.0, 'sum': 9551.402923800211}]}","{'groups': [{'group': 4.0, 'sum': 9327.859913017459}]}",143,1,,,,
574,143,SLB,"{'groups': [{'group': 4.0, 'sum': 9551.402923800211}]}","{'groups': [{'group': 4.0, 'sum': 9327.859913017459}]}",143,2,,,,
575,143,SLB,"{'groups': [{'group': 4.0, 'sum': 9551.402923800211}]}","{'groups': [{'group': 4.0, 'sum': 9327.859913017459}]}",143,3,,,,
576,144,HKG,"{'groups': [{'group': 4.0, 'sum': 115.57717538045219}]}","{'groups': [{'group': 4.0, 'sum': 106.74334283676467}]}",144,0,4.0,115.57717538045219,4.0,106.74334283676467
577,144,HKG,"{'groups': [{'group': 4.0, 'sum': 115.57717538045219}]}","{'groups': [{'group': 4.0, 'sum': 106.74334283676467}]}",144,1,,,,
578,144,HKG,"{'groups': [{'group': 4.0, 'sum': 115.57717538045219}]}","{'groups': [{'group': 4.0, 'sum': 106.74334283676467}]}",144,2,,,,
579,144,HKG,"{'groups': [{'group': 4.0, 'sum': 115.57717538045219}]}","{'groups': [{'group': 4.0, 'sum': 106.74334283676467}]}",144,3,,,,
580,145,VEN,"{'groups': [{'group': 2.0, 'sum': 922.2120168378957}, {'group': 3.0, 'sum': 8591.938491180032}, {'group': 4.0, 'sum': 245425.79011746444}]}","{'groups': [{'group': 2.0, 'sum': 886.0706885625}, {'group': 3.0, 'sum': 8365.127275852721}, {'group': 4.0, 'sum': 242111.18035671534}]}",145,0,2.0,922.2120168378957,2.0,886.0706885625
581,145,VEN,"{'groups': [{'group': 2.0, 'sum': 922.2120168378957}, {'group': 3.0, 'sum': 8591.938491180032}, {'group': 4.0, 'sum': 245425.79011746444}]}","{'groups': [{'group': 2.0, 'sum': 886.0706885625}, {'group': 3.0, 'sum': 8365.127275852721}, {'group': 4.0, 'sum': 242111.18035671534}]}",145,1,3.0,8591.938491180032,3.0,8365.127275852721
582,145,VEN,"{'groups': [{'group': 2.0, 'sum': 922.2120168378957}, {'group': 3.0, 'sum': 8591.938491180032}, {'group': 4.0, 'sum': 245425.79011746444}]}","{'groups': [{'group': 2.0, 'sum': 886.0706885625}, {'group': 3.0, 'sum': 8365.127275852721}, {'group': 4.0, 'sum': 242111.18035671534}]}",145,2,4.0,245425.79011746444,4.0,242111.18035671534
583,145,VEN,"{'groups': [{'group': 2.0, 'sum': 922.2120168378957}, {'group': 3.0, 'sum': 8591.938491180032}, {'group': 4.0, 'sum': 245425.79011746444}]}","{'groups': [{'group': 2.0, 'sum': 886.0706885625}, {'group': 3.0, 'sum': 8365.127275852721}, {'group': 4.0, 'sum': 242111.18035671534}]}",145,3,,,,
584,146,PER,"{'groups': [{'group': 1.0, 'sum': 3427.354319843257}, {'group': 2.0, 'sum': 163130.28126694457}, {'group': 3.0, 'sum': 205788.26544896472}, {'group': 4.0, 'sum': 288024.7093549628}]}","{'groups': [{'group': 1.0, 'sum': 3264.8348167575996}, {'group': 2.0, 'sum': 156309.24892633237}, {'group': 3.0, 'sum': 196400.93099200973}, {'group': 4.0, 'sum': 278461.38206478074}]}",146,0,1.0,3427.354319843257,1.0,3264.8348167575996
585,146,PER,"{'groups': [{'group': 1.0, 'sum': 3427.354319843257}, {'group': 2.0, 'sum': 163130.28126694457}, {'group': 3.0, 'sum': 205788.26544896472}, {'group': 4.0, 'sum': 288024.7093549628}]}","{'groups': [{'group': 1.0, 'sum': 3264.8348167575996}, {'group': 2.0, 'sum': 156309.24892633237}, {'group': 3.0, 'sum': 196400.93099200973}, {'group': 4.0, 'sum': 278461.38206478074}]}",146,1,2.0,163130.28126694457,2.0,156309.24892633237
586,146,PER,"{'groups': [{'group': 1.0, 'sum': 3427.354319843257}, {'group': 2.0, 'sum': 163130.28126694457}, {'group': 3.0, 'sum': 205788.26544896472}, {'group': 4.0, 'sum': 288024.7093549628}]}","{'groups': [{'group': 1.0, 'sum': 3264.8348167575996}, {'group': 2.0, 'sum': 156309.24892633237}, {'group': 3.0, 'sum': 196400.93099200973}, {'group': 4.0, 'sum': 278461.38206478074}]}",146,2,3.0,205788.26544896472,3.0,196400.93099200973
587,146,PER,"{'groups': [{'group': 1.0, 'sum': 3427.354319843257}, {'group': 2.0, 'sum': 163130.28126694457}, {'group': 3.0, 'sum': 205788.26544896472}, {'group': 4.0, 'sum': 288024.7093549628}]}","{'groups': [{'group': 1.0, 'sum': 3264.8348167575996}, {'group': 2.0, 'sum': 156309.24892633237}, {'group': 3.0, 'sum': 196400.93099200973}, {'group': 4.0, 'sum': 278461.38206478074}]}",146,3,4.0,288024.7093549628,4.0,278461.38206478074
588,147,UZB,"{'groups': [{'group': 1.0, 'sum': 912.5054920123008}, {'group': 2.0, 'sum': 2686.5738834916656}, {'group': 3.0, 'sum': 49023.66731545398}, {'group': 4.0, 'sum': 20003.063597060493}]}","{'groups': [{'group': 1.0, 'sum': 771.1216390982852}, {'group': 2.0, 'sum': 2114.837364423525}, {'group': 3.0, 'sum': 37902.36271690197}, {'group': 4.0, 'sum': 15788.740707067229}]}",147,0,1.0,912.5054920123008,1.0,771.1216390982852
589,147,UZB,"{'groups': [{'group': 1.0, 'sum': 912.5054920123008}, {'group': 2.0, 'sum': 2686.5738834916656}, {'group': 3.0, 'sum': 49023.66731545398}, {'group': 4.0, 'sum': 20003.063597060493}]}","{'groups': [{'group': 1.0, 'sum': 771.1216390982852}, {'group': 2.0, 'sum': 2114.837364423525}, {'group': 3.0, 'sum': 37902.36271690197}, {'group': 4.0, 'sum': 15788.740707067229}]}",147,1,2.0,2686.5738834916656,2.0,2114.837364423525
590,147,UZB,"{'groups': [{'group': 1.0, 'sum': 912.5054920123008}, {'group': 2.0, 'sum': 2686.5738834916656}, {'group': 3.0, 'sum': 49023.66731545398}, {'group': 4.0, 'sum': 20003.063597060493}]}","{'groups': [{'group': 1.0, 'sum': 771.1216390982852}, {'group': 2.0, 'sum': 2114.837364423525}, {'group': 3.0, 'sum': 37902.36271690197}, {'group': 4.0, 'sum': 15788.740707067229}]}",147,2,3.0,49023.66731545398,3.0,37902.36271690197
591,147,UZB,"{'groups': [{'group': 1.0, 'sum': 912.5054920123008}, {'group': 2.0, 'sum': 2686.5738834916656}, {'group': 3.0, 'sum': 49023.66731545398}, {'group': 4.0, 'sum': 20003.063597060493}]}","{'groups': [{'group': 1.0, 'sum': 771.1216390982852}, {'group': 2.0, 'sum': 2114.837364423525}, {'group': 3.0, 'sum': 37902.36271690197}, {'group': 4.0, 'sum': 15788.740707067229}]}",147,3,4.0,20003.063597060493,4.0,15788.740707067229
592,148,VGB,"{'groups': [{'group': 4.0, 'sum': 0.4132297054017066}]}","{'groups': [{'group': 4.0, 'sum': 0.8109460625}]}",148,0,4.0,0.4132297054017066,4.0,0.8109460625
593,148,VGB,"{'groups': [{'group': 4.0, 'sum': 0.4132297054017066}]}","{'groups': [{'group': 4.0, 'sum': 0.8109460625}]}",148,1,,,,
594,148,VGB,"{'groups': [{'group': 4.0, 'sum': 0.4132297054017066}]}","{'groups': [{'group': 4.0, 'sum': 0.8109460625}]}",148,2,,,,
595,148,VGB,"{'groups': [{'group': 4.0, 'sum': 0.4132297054017066}]}","{'groups': [{'group': 4.0, 'sum': 0.8109460625}]}",148,3,,,,
596,149,HUN,"{'groups': [{'group': 3.0, 'sum': 4675.78165734982}]}","{'groups': [{'group': 3.0, 'sum': 3220.7611011068743}]}",149,0,3.0,4675.78165734982,3.0,3220.7611011068743
597,149,HUN,"{'groups': [{'group': 3.0, 'sum': 4675.78165734982}]}","{'groups': [{'group': 3.0, 'sum': 3220.7611011068743}]}",149,1,,,,
598,149,HUN,"{'groups': [{'group': 3.0, 'sum': 4675.78165734982}]}","{'groups': [{'group': 3.0, 'sum': 3220.7611011068743}]}",149,2,,,,
599,149,HUN,"{'groups': [{'group': 3.0, 'sum': 4675.78165734982}]}","{'groups': [{'group': 3.0, 'sum': 3220.7611011068743}]}",149,3,,,,
600,150,PHL,"{'groups': [{'group': 3.0, 'sum': 335.6337443877278}, {'group': 4.0, 'sum': 112008.06013796551}]}","{'groups': [{'group': 3.0, 'sum': 309.50072718750016}, {'group': 4.0, 'sum': 106799.2246761712}]}",150,0,3.0,335.6337443877278,3.0,309.50072718750016
601,150,PHL,"{'groups': [{'group': 3.0, 'sum': 335.6337443877278}, {'group': 4.0, 'sum': 112008.06013796551}]}","{'groups': [{'group': 3.0, 'sum': 309.50072718750016}, {'group': 4.0, 'sum': 106799.2246761712}]}",150,1,4.0,112008.06013796551,4.0,106799.2246761712
602,150,PHL,"{'groups': [{'group': 3.0, 'sum': 335.6337443877278}, {'group': 4.0, 'sum': 112008.06013796551}]}","{'groups': [{'group': 3.0, 'sum': 309.50072718750016}, {'group': 4.0, 'sum': 106799.2246761712}]}",150,2,,,,
603,150,PHL,"{'groups': [{'group': 3.0, 'sum': 335.6337443877278}, {'group': 4.0, 'sum': 112008.06013796551}]}","{'groups': [{'group': 3.0, 'sum': 309.50072718750016}, {'group': 4.0, 'sum': 106799.2246761712}]}",150,3,,,,
604,151,BRN,"{'groups': [{'group': 4.0, 'sum': 374.1044409232855}]}","{'groups': [{'group': 4.0, 'sum': 470.22063933872494}]}",151,0,4.0,374.1044409232855,4.0,470.22063933872494
605,151,BRN,"{'groups': [{'group': 4.0, 'sum': 374.1044409232855}]}","{'groups': [{'group': 4.0, 'sum': 470.22063933872494}]}",151,1,,,,
606,151,BRN,"{'groups': [{'group': 4.0, 'sum': 374.1044409232855}]}","{'groups': [{'group': 4.0, 'sum': 470.22063933872494}]}",151,2,,,,
607,151,BRN,"{'groups': [{'group': 4.0, 'sum': 374.1044409232855}]}","{'groups': [{'group': 4.0, 'sum': 470.22063933872494}]}",151,3,,,,
608,152,ISL,"{'groups': [{'group': 1.0, 'sum': 56653.54440093296}, {'group': 2.0, 'sum': 47196.94236086273}, {'group': 3.0, 'sum': 2389.538544188184}]}","{'groups': [{'group': 1.0, 'sum': 23924.582436403492}, {'group': 2.0, 'sum': 19892.76595238808}, {'group': 3.0, 'sum': 1026.9446578307568}]}",152,0,1.0,56653.54440093296,1.0,23924.582436403492
