,SeriesID,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,Reporting Type,Observation Status,Bioclimatic Belt,ISOalpha3,Type,SeriesCode
0,66,Mountain Green Cover Index,499,MNE,2015,86.746038038218,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Alpine,,Region,ER_MTN_GRNCVI
1,66,Mountain Green Cover Index,499,MNE,2015,98.51478249279225,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
2,66,Mountain Green Cover Index,499,MNE,2015,98.450526863921,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,66,Mountain Green Cover Index,499,MNE,2015,98.49698264307402,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,264,Mountain Green Cover Index,499,MNE,2018,86.746038038218,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Alpine,,Region,ER_MTN_GRNCVI
1,264,Mountain Green Cover Index,499,MNE,2018,98.494497258929,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
2,264,Mountain Green Cover Index,499,MNE,2018,98.450526863921,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,264,Mountain Green Cover Index,499,MNE,2018,98.47683482674249,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
1,825,Mountain Green Cover Index,496,MNG,2000,67.06595664471645,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Alpine,,Region,ER_MTN_GRNCVI
2,825,Mountain Green Cover Index,496,MNG,2000,55.116256878057065,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
0,825,Mountain Green Cover Index,496,MNG,2000,33.0164308351865,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Nival,,Region,ER_MTN_GRNCVI
3,825,Mountain Green Cover Index,496,MNG,2000,2.99509357168763,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,825,Mountain Green Cover Index,496,MNG,2000,55.19273595431006,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
1,429,Mountain Green Cover Index,496,MNG,2005,67.09045930789294,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Alpine,,Region,ER_MTN_GRNCVI
2,429,Mountain Green Cover Index,496,MNG,2005,55.40252299952814,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
0,429,Mountain Green Cover Index,496,MNG,2005,33.0164308351865,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Nival,,Region,ER_MTN_GRNCVI
3,429,Mountain Green Cover Index,496,MNG,2005,2.937175798701052,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,429,Mountain Green Cover Index,496,MNG,2005,55.46955761865859,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
1,628,Mountain Green Cover Index,496,MNG,2010,67.41705941258131,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Alpine,,Region,ER_MTN_GRNCVI
2,628,Mountain Green Cover Index,496,MNG,2010,55.74882582010399,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
0,628,Mountain Green Cover Index,496,MNG,2010,33.0164308351865,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Nival,,Region,ER_MTN_GRNCVI
3,628,Mountain Green Cover Index,496,MNG,2010,2.937175798701052,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,628,Mountain Green Cover Index,496,MNG,2010,55.81347214803105,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
1,34,Mountain Green Cover Index,496,MNG,2015,67.94926989977948,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Alpine,,Region,ER_MTN_GRNCVI
2,34,Mountain Green Cover Index,496,MNG,2015,56.28063627897516,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
0,34,Mountain Green Cover Index,496,MNG,2015,33.0164308351865,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Nival,,Region,ER_MTN_GRNCVI
3,34,Mountain Green Cover Index,496,MNG,2015,2.937175798701052,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,34,Mountain Green Cover Index,496,MNG,2015,56.342510129093085,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
1,232,Mountain Green Cover Index,496,MNG,2018,67.84390219245851,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Alpine,,Region,ER_MTN_GRNCVI
2,232,Mountain Green Cover Index,496,MNG,2018,56.452075623420704,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
0,232,Mountain Green Cover Index,496,MNG,2018,33.0164308351865,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Nival,,Region,ER_MTN_GRNCVI
3,232,Mountain Green Cover Index,496,MNG,2018,2.937175798701052,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,232,Mountain Green Cover Index,496,MNG,2018,56.50496929969797,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,974,Mountain Green Cover Index,580,MNP,2000,97.67675899093598,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,974,Mountain Green Cover Index,580,MNP,2000,97.67675899093598,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,578,Mountain Green Cover Index,580,MNP,2005,97.67675899093598,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,578,Mountain Green Cover Index,580,MNP,2005,97.67675899093598,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,778,Mountain Green Cover Index,580,MNP,2010,97.67675899093598,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,778,Mountain Green Cover Index,580,MNP,2010,97.67675899093598,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,184,Mountain Green Cover Index,580,MNP,2015,97.67675899093598,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,184,Mountain Green Cover Index,580,MNP,2015,97.67675899093598,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,382,Mountain Green Cover Index,580,MNP,2018,97.67675899093598,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,382,Mountain Green Cover Index,580,MNP,2018,97.67675899093598,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,905,Mountain Green Cover Index,508,MOZ,2000,53.48460688224914,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,905,Mountain Green Cover Index,508,MOZ,2000,97.15694032228825,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,905,Mountain Green Cover Index,508,MOZ,2000,97.1261741998743,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,509,Mountain Green Cover Index,508,MOZ,2005,53.48460688224914,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,509,Mountain Green Cover Index,508,MOZ,2005,97.15028352027566,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,509,Mountain Green Cover Index,508,MOZ,2005,97.11952208742075,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,709,Mountain Green Cover Index,508,MOZ,2010,53.48460688224914,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,709,Mountain Green Cover Index,508,MOZ,2010,97.15327026485595,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,709,Mountain Green Cover Index,508,MOZ,2010,97.12250672791038,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,116,Mountain Green Cover Index,508,MOZ,2015,53.48460688224917,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,116,Mountain Green Cover Index,508,MOZ,2015,97.18719851086172,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,116,Mountain Green Cover Index,508,MOZ,2015,97.15641107227205,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,314,Mountain Green Cover Index,508,MOZ,2018,57.754852507470666,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,314,Mountain Green Cover Index,508,MOZ,2018,97.18493007650176,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,314,Mountain Green Cover Index,508,MOZ,2018,97.15715252266561,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,942,Mountain Green Cover Index,478,MRT,2000,13.70266681697096,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,942,Mountain Green Cover Index,478,MRT,2000,13.70266681697096,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,546,Mountain Green Cover Index,478,MRT,2005,13.670876105851274,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,546,Mountain Green Cover Index,478,MRT,2005,13.670876105851274,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,744,Mountain Green Cover Index,478,MRT,2010,13.806100264242986,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,744,Mountain Green Cover Index,478,MRT,2010,13.806100264242986,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,152,Mountain Green Cover Index,478,MRT,2015,13.835045295211422,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,152,Mountain Green Cover Index,478,MRT,2015,13.835045295211422,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,350,Mountain Green Cover Index,478,MRT,2018,14.051766600947055,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,350,Mountain Green Cover Index,478,MRT,2018,14.051766600947055,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,975,Mountain Green Cover Index,500,MSR,2000,89.76718191896941,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,975,Mountain Green Cover Index,500,MSR,2000,89.76718191896941,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,579,Mountain Green Cover Index,500,MSR,2005,89.76718191896941,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,579,Mountain Green Cover Index,500,MSR,2005,89.76718191896941,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,779,Mountain Green Cover Index,500,MSR,2010,89.76718191896941,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,779,Mountain Green Cover Index,500,MSR,2010,89.76718191896941,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,185,Mountain Green Cover Index,500,MSR,2015,89.76718191896941,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,185,Mountain Green Cover Index,500,MSR,2015,89.76718191896941,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,383,Mountain Green Cover Index,500,MSR,2018,89.76718191896941,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,383,Mountain Green Cover Index,500,MSR,2018,89.76718191896941,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,976,Mountain Green Cover Index,474,MTQ,2000,100.0,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,976,Mountain Green Cover Index,474,MTQ,2000,100.0,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,580,Mountain Green Cover Index,474,MTQ,2005,100.0,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,580,Mountain Green Cover Index,474,MTQ,2005,100.0,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,745,Mountain Green Cover Index,474,MTQ,2010,99.94606823310829,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,745,Mountain Green Cover Index,474,MTQ,2010,99.94606823310829,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,153,Mountain Green Cover Index,474,MTQ,2015,99.62247830560982,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,153,Mountain Green Cover Index,474,MTQ,2015,99.62247830560982,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,351,Mountain Green Cover Index,474,MTQ,2018,99.62247830560982,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,351,Mountain Green Cover Index,474,MTQ,2018,99.62247830560982,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,943,Mountain Green Cover Index,480,MUS,2000,93.44781630088713,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,943,Mountain Green Cover Index,480,MUS,2000,93.44781630088713,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,547,Mountain Green Cover Index,480,MUS,2005,92.95901158138798,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,547,Mountain Green Cover Index,480,MUS,2005,92.95901158138798,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,746,Mountain Green Cover Index,480,MUS,2010,92.10824426616165,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,746,Mountain Green Cover Index,480,MUS,2010,92.10824426616165,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,154,Mountain Green Cover Index,480,MUS,2015,91.05842315309232,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,154,Mountain Green Cover Index,480,MUS,2015,91.05842315309232,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,352,Mountain Green Cover Index,480,MUS,2018,91.05842315309232,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,352,Mountain Green Cover Index,480,MUS,2018,91.05842315309232,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,906,Mountain Green Cover Index,454,MWI,2000,90.53202373862025,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,906,Mountain Green Cover Index,454,MWI,2000,95.11812835155676,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,906,Mountain Green Cover Index,454,MWI,2000,95.08479445274784,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,510,Mountain Green Cover Index,454,MWI,2005,90.6716782465636,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,510,Mountain Green Cover Index,454,MWI,2005,95.0919945733744,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,510,Mountain Green Cover Index,454,MWI,2005,95.05986569940023,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,710,Mountain Green Cover Index,454,MWI,2010,90.33656558372655,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,710,Mountain Green Cover Index,454,MWI,2010,95.04145557291496,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,710,Mountain Green Cover Index,454,MWI,2010,95.00725828784556,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,117,Mountain Green Cover Index,454,MWI,2015,90.75548802633773,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,117,Mountain Green Cover Index,454,MWI,2015,94.91116547354325,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,117,Mountain Green Cover Index,454,MWI,2015,94.8809601155763,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,315,Mountain Green Cover Index,454,MWI,2018,90.75548802633773,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,315,Mountain Green Cover Index,454,MWI,2018,94.93385176811354,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,315,Mountain Green Cover Index,454,MWI,2018,94.90348151581657,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,884,Mountain Green Cover Index,458,MYS,2000,97.44437820445508,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,884,Mountain Green Cover Index,458,MYS,2000,99.87701206038787,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,884,Mountain Green Cover Index,458,MYS,2000,99.87481285906243,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,489,Mountain Green Cover Index,458,MYS,2005,97.44437820445508,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,489,Mountain Green Cover Index,458,MYS,2005,99.87358898606954,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,489,Mountain Green Cover Index,458,MYS,2005,99.87139287934444,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,687,Mountain Green Cover Index,458,MYS,2010,97.44437820445508,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,687,Mountain Green Cover Index,458,MYS,2010,99.86573555076691,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,687,Mountain Green Cover Index,458,MYS,2010,99.86354654387122,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,93,Mountain Green Cover Index,458,MYS,2015,97.1110346388336,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,93,Mountain Green Cover Index,458,MYS,2015,99.61285032527383,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,93,Mountain Green Cover Index,458,MYS,2015,99.6105885807206,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,291,Mountain Green Cover Index,458,MYS,2018,89.55524939686849,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Montane,,Region,ER_MTN_GRNCVI
1,291,Mountain Green Cover Index,458,MYS,2018,99.59116887374086,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,291,Mountain Green Cover Index,458,MYS,2018,99.58209598866131,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,944,Mountain Green Cover Index,175,MYT,2000,97.78180861965325,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,944,Mountain Green Cover Index,175,MYT,2000,97.78180861965325,2000,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,548,Mountain Green Cover Index,175,MYT,2005,97.78180861965325,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,548,Mountain Green Cover Index,175,MYT,2005,97.78180861965325,2005,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,747,Mountain Green Cover Index,175,MYT,2010,97.78180861965325,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,747,Mountain Green Cover Index,175,MYT,2010,97.78180861965325,2010,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,155,Mountain Green Cover Index,175,MYT,2015,97.78180861965325,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,155,Mountain Green Cover Index,175,MYT,2015,97.78180861965325,2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
0,353,Mountain Green Cover Index,175,MYT,2018,97.78180861965325,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Remaining mountain area,,Region,ER_MTN_GRNCVI
0,353,Mountain Green Cover Index,175,MYT,2018,97.78180861965325,2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,PERCENT,G,A,Total,,Region,ER_MTN_GRNCVI
